Fase;Kelas;Semester;Elemen/Bab;Capaian Pembelajaran (CP Panjang);Tujuan Pembelajaran (TP);8 Dimensi Profil Lulusan
Fase B;3;Genap;Fikih / Bab 9;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu melafalkan doa memohon kebaikan dunia dan akhirat secara fasih.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase B;3;Genap;Fikih / Bab 9;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu membiasakan diri tidak langsung pergi setelah salam, melainkan berzikir dan berdoa terlebih dahulu.;Kemandirian, Kesehatan mental
Fase B;3;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu menceritakan profil singkat sahabat Abu Bakar Ash-Shiddiq.;Komunikasi, Penalaran Kritis
Fase B;3;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu menganalisis alasan Abu Bakar diberi gelar Ash-Shiddiq.;Penalaran Kritis, Kewargaan
Fase B;3;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu meneladani kesetiaan dan kedermawanan Abu Bakar dalam persahabatan.;Kolaborasi, Kewargaan
Fase B;4;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca surah-surah pendek atau ayat Al-Qur'an dan menjelaskan pesan pokoknya dengan baik serta mengenal hukum tajwid dasar.;Peserta didik mampu membaca Surah Al-Hujurat ayat 13 dengan tartil dan tajwid yang tepat.;Keimanan dan Ketakwaan terhadap Tuhan YME, Komunikasi
Fase B;4;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca surah-surah pendek atau ayat Al-Qur'an dan menjelaskan pesan pokoknya dengan baik serta mengenal hukum tajwid dasar.;Peserta didik mampu menguraikan pesan toleransi dan keberagaman yang terkandung dalam ayat tersebut.;Penalaran Kritis, Kewargaan
Fase B;4;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca surah-surah pendek atau ayat Al-Qur'an dan menjelaskan pesan pokoknya dengan baik serta mengenal hukum tajwid dasar.;Peserta didik mampu menunjukkan sikap menghargai teman yang berbeda suku dan bahasa.;Kewargaan, Kolaborasi
Fase B;4;Ganjil;Akidah / Bab 2;Peserta didik memahami sifat-sifat bagi Allah, beberapa asmaulhusna, mengenal kitab-kitab Allah, para nabi dan rasul Allah yang wajib diimani.;Peserta didik mampu membedakan pengertian antara nabi dan rasul secara tepat.;Penalaran Kritis, Kemandirian
Fase B;4;Ganjil;Akidah / Bab 2;Peserta didik memahami sifat-sifat bagi Allah, beberapa asmaulhusna, mengenal kitab-kitab Allah, para nabi dan rasul Allah yang wajib diimani.;Peserta didik mampu menyebutkan 25 nama Nabi dan Rasul yang wajib diimani umat Islam.;Keimanan dan Ketakwaan terhadap Tuhan YME, Komunikasi
Fase B;4;Ganjil;Akidah / Bab 2;Peserta didik memahami sifat-sifat bagi Allah, beberapa asmaulhusna, mengenal kitab-kitab Allah, para nabi dan rasul Allah yang wajib diimani.;Peserta didik mampu menjelaskan 4 sifat wajib bagi rasul (Siddiq, Amanah, Tabligh, Fathanah) dan meneladaninya.;Penalaran Kritis, Kewargaan
Fase B;4;Ganjil;Akhlak / Bab 3;Peserta didik menghormati dan berbakti kepada orang tua dan guru, serta memahami arti keragaman, toleransi, dan menunjukkan sikap mandiri.;Peserta didik mampu menjelaskan makna toleransi (tasamuh) dalam ajaran Islam.;Penalaran Kritis, Kewargaan
Fase B;4;Ganjil;Akhlak / Bab 3;Peserta didik menghormati dan berbakti kepada orang tua dan guru, serta memahami arti keragaman, toleransi, dan menunjukkan sikap mandiri.;Peserta didik mampu memberikan contoh sikap toleransi beragama dalam kehidupan di lingkungan rumah dan sekolah.;Penalaran Kritis, Kolaborasi
Fase B;4;Ganjil;Akhlak / Bab 3;Peserta didik menghormati dan berbakti kepada orang tua dan guru, serta memahami arti keragaman, toleransi, dan menunjukkan sikap mandiri.;Peserta didik mampu membiasakan sikap rukun, damai, dan saling menghormati dalam kebinekaan Indonesia.;Kewargaan, Kolaborasi
Fase B;4;Ganjil;Fikih / Bab 4;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu menjelaskan pengertian dan keutamaan melaksanakan salat secara berjamaah.;Penalaran Kritis, Keimanan dan Ketakwaan terhadap Tuhan YME
Fase B;4;Ganjil;Fikih / Bab 4;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu mengidentifikasi syarat-syarat sah menjadi seorang imam dan makmum.;Penalaran Kritis, Kolaborasi
Fase B;4;Ganjil;Fikih / Bab 4;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu mempraktikkan tata letak barisan (shaf) salat berjamaah dengan benar.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kolaborasi
Fase B;4;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu menceritakan latar belakang peristiwa hijrahnya Nabi Muhammad saw ke Madinah.;Komunikasi, Penalaran Kritis
Fase B;4;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu menjelaskan persaudaraan antara kaum Muhajirin dan kaum Anshar.;Penalaran Kritis, Kewargaan
Fase B;4;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu mengambil hikmah tentang semangat persatuan dan rela berkorban dari peristiwa hijrah.;Kewargaan, Kolaborasi
Fase B;4;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca surah-surah pendek atau ayat Al-Qur'an dan menjelaskan pesan pokoknya dengan baik serta mengenal hukum tajwid dasar.;Peserta didik mampu membaca dan menghafal Surah Al-Fil secara fasih.;Keimanan dan Ketakwaan terhadap Tuhan YME, Komunikasi
Fase B;4;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca surah-surah pendek atau ayat Al-Qur'an dan menjelaskan pesan pokoknya dengan baik serta mengenal hukum tajwid dasar.;Peserta didik mampu menceritakan kembali peristiwa pasukan gajah yang dihancurkan oleh burung Ababil.;Komunikasi, Kreativitas
Fase B;4;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca surah-surah pendek atau ayat Al-Qur'an dan menjelaskan pesan pokoknya dengan baik serta mengenal hukum tajwid dasar.;Peserta didik mampu menyimpulkan pesan larangan bersikap sombong dari kisah Surah Al-Fil.;Penalaran Kritis, Kemandirian
Fase B;4;Genap;Akidah / Bab 7;Peserta didik memahami sifat-sifat bagi Allah, beberapa asmaulhusna, mengenal kitab-kitab Allah, para nabi dan rasul Allah yang wajib diimani.;Peserta didik mampu melafalkan Asmaul Husna Al-Wahhab dan Al-Ghaffar beserta maknanya.;Keimanan dan Ketakwaan terhadap Tuhan YME, Komunikasi
Fase B;4;Genap;Akidah / Bab 7;Peserta didik memahami sifat-sifat bagi Allah, beberapa asmaulhusna, mengenal kitab-kitab Allah, para nabi dan rasul Allah yang wajib diimani.;Peserta didik mampu menjelaskan bukti bahwa Allah Maha Pemberi dan Maha Pengampun.;Penalaran Kritis, Kewargaan
Fase B;4;Genap;Akidah / Bab 7;Peserta didik memahami sifat-sifat bagi Allah, beberapa asmaulhusna, mengenal kitab-kitab Allah, para nabi dan rasul Allah yang wajib diimani.;Peserta didik mampu merefleksikan sifat tersebut dengan gemar memberi maaf dan berbagi kepada sesama.;Kewargaan, Kolaborasi
Fase B;4;Genap;Akhlak / Bab 8;Peserta didik menghormati dan berbakti kepada orang tua dan guru, serta memahami arti keragaman, toleransi, dan menunjukkan sikap mandiri.;Peserta didik mampu menjelaskan bahaya berbohong dan berkata kasar (menjaga lisan).;Penalaran Kritis, Komunikasi
Fase B;4;Genap;Akhlak / Bab 8;Peserta didik menghormati dan berbakti kepada orang tua dan guru, serta memahami arti keragaman, toleransi, dan menunjukkan sikap mandiri.;Peserta didik mampu menjelaskan pengertian dan manfaat berprasangka baik (husnuzan) terhadap teman.;Penalaran Kritis, Kesehatan mental
Fase B;4;Genap;Akhlak / Bab 8;Peserta didik menghormati dan berbakti kepada orang tua dan guru, serta memahami arti keragaman, toleransi, dan menunjukkan sikap mandiri.;Peserta didik mampu membiasakan diri berbicara santun dan selalu berpikiran positif di lingkungan sekolah.;Kewargaan, Komunikasi
Fase B;4;Genap;Fikih / Bab 9;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu menjelaskan pengertian dan hukum melaksanakan puasa di bulan Ramadan.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
Fase B;4;Genap;Fikih / Bab 9;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu mengidentifikasi syarat, rukun, dan hal-hal yang membatalkan puasa.;Penalaran Kritis, Kemandirian
Fase B;4;Genap;Fikih / Bab 9;Peserta didik dapat melaksanakan salat fardu, salat berjamaah, puasa, serta memahami hal-hal yang membatalkannya beserta zikir dan doa.;Peserta didik mampu menceritakan hikmah dan manfaat puasa bagi kesehatan jiwa dan raga.;Kesehatan, Komunikasi
Fase B;4;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu menceritakan profil singkat dan keberanian sahabat Umar bin Khattab.;Komunikasi, Penalaran Kritis
Fase B;4;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu menganalisis keadilan Umar bin Khattab saat menjadi pemimpin (khalifah).;Penalaran Kritis, Kewargaan
Fase B;4;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik mampu menceritakan masa kanak-kanak dan remaja Nabi Muhammad saw. hingga hijrah ke Madinah dan para sahabat.;Peserta didik mampu meneladani sifat tegas dan berani membela kebenaran dari Umar bin Khattab.;Kemandirian, Kewargaan
Fase C;5;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu membaca dan menghafal Surah Al-Ma'un dengan tajwid yang benar.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase C;5;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu menguraikan pesan kepedulian terhadap anak yatim dan orang miskin dalam Surah Al-Ma'un.;Penalaran Kritis, Kewargaan
Fase C;5;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu mendemonstrasikan perilaku gemar bersedekah dan membantu orang yang kesulitan.;Kewargaan, Kolaborasi
Fase C;5;Ganjil;Akidah / Bab 2;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menjelaskan makna rukun iman yang ke-5 yaitu beriman kepada Hari Kiamat.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
Fase C;5;Ganjil;Akidah / Bab 2;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu membedakan pengertian dan tanda-tanda Kiamat Sugra (kecil) dan Kiamat Kubra (besar).;Penalaran Kritis, Kemandirian
Fase C;5;Ganjil;Akidah / Bab 2;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menunjukkan sikap rajin beribadah sebagai persiapan menghadapi kehidupan akhirat.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kesehatan mental
Fase C;5;Ganjil;Akhlak / Bab 3;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu menjelaskan makna sifat sabar dan ikhlas sesuai ajaran Islam.;Penalaran Kritis, Komunikasi
Fase C;5;Ganjil;Akhlak / Bab 3;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu menganalisis manfaat bersikap sabar dan ikhlas ketika menghadapi musibah atau cobaan.;Penalaran Kritis, Kesehatan mental
Fase C;5;Ganjil;Akhlak / Bab 3;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu menerapkan sikap ikhlas dalam beramal tanpa mengharap pujian manusia.;Kemandirian, Keimanan dan Ketakwaan terhadap Tuhan YME
Fase C;5;Ganjil;Fikih / Bab 4;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu menjelaskan pengertian dan hukum mengeluarkan zakat dalam Islam.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
Fase C;5;Ganjil;Fikih / Bab 4;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu membedakan ketentuan antara Zakat Fitrah (zakat jiwa) dan Zakat Mal (zakat harta).;Penalaran Kritis, Kemandirian
Fase C;5;Ganjil;Fikih / Bab 4;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu mengidentifikasi 8 golongan (mustahik) yang berhak menerima zakat.;Penalaran Kritis, Kewargaan
Fase C;5;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu menceritakan kembali peristiwa bersejarah Fathu Makkah (Pembebasan Kota Makkah).;Komunikasi, Penalaran Kritis
Fase C;5;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu menganalisis strategi dakwah damai dan tanpa kekerasan yang dilakukan Rasulullah.;Penalaran Kritis, Kewargaan
Fase C;5;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu mengambil ibrah/hikmah pemaafan Rasulullah terhadap musuh-musuhnya (amnesti umum).;Kewargaan, Kolaborasi
Fase C;5;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu menyebutkan pembagian hukum bacaan Mim Mati (Idzhar Syafawi, Ikhfa Syafawi, Idgham Mimi).;Kemandirian, Penalaran Kritis
Fase C;5;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu mengidentifikasi contoh penerapan hukum Mim Mati dalam berbagai ayat Al-Qur'an.;Penalaran Kritis, Kreativitas
Fase C;5;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu menerapkan ketelitian dalam membaca Al-Qur'an sesuai hukum tajwid Mim Mati.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase C;5;Genap;Akidah / Bab 7;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu melafalkan Asmaul Husna Al-Qawiy dan Al-Qayyum beserta maknanya.;Keimanan dan Ketakwaan terhadap Tuhan YME, Komunikasi
Fase C;5;Genap;Akidah / Bab 7;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menganalisis bukti bahwa Allah itu Maha Kuat dan Maha Berdiri Sendiri di alam semesta.;Penalaran Kritis, Kewargaan
Fase C;5;Genap;Akidah / Bab 7;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menerapkan sikap tangguh dan mandiri sebagai cerminan meneladani Al-Qawiy dan Al-Qayyum.;Kemandirian, Kesehatan mental
Fase C;5;Genap;Akhlak / Bab 8;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu menjelaskan konsep 'Hubbul Wathan Minal Iman' (Cinta Tanah Air bagian dari Iman).;Penalaran Kritis, Kewargaan
Fase C;5;Genap;Akhlak / Bab 8;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu menyebutkan contoh-contoh perilaku mencintai produk dan budaya dalam negeri.;Penalaran Kritis, Kreativitas
Fase C;5;Genap;Akhlak / Bab 8;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu mempraktikkan sikap nasionalisme dengan rajin belajar dan menjaga fasilitas sekolah.;Kewargaan, Kolaborasi
Fase C;5;Genap;Fikih / Bab 9;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu menjelaskan pengertian rukhsah (keringanan) salat bagi musafir.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
Fase C;5;Genap;Fikih / Bab 9;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu membedakan ketentuan antara salat Jamak (menggabungkan) dan Qasar (meringkas).;Penalaran Kritis, Kemandirian
Fase C;5;Genap;Fikih / Bab 9;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu mendemonstrasikan cara pelaksanaan salat Jamak dan Qasar dengan benar.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase C;5;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu menceritakan profil sahabat Utsman bin Affan dan Ali bin Abi Thalib.;Komunikasi, Penalaran Kritis
Fase C;5;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu menganalisis kedermawanan Utsman dan kecerdasan ilmu dari Sayyidina Ali.;Penalaran Kritis, Kewargaan
Fase C;5;Genap;Sejarah Peradaban Islam / Bab 10;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu meneladani sikap dermawan dan rajin menuntut ilmu dari kedua Khulafaur Rasyidin tersebut.;Kemandirian, Kolaborasi
Fase C;6;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu membaca dan menghafalkan Surah Al-Kafirun secara fasih dan tartil.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase C;6;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu menguraikan tafsir ringkas tentang batasan toleransi beragama dalam Surah Al-Kafirun.;Penalaran Kritis, Kewargaan
Fase C;6;Ganjil;Al-Qur'an Hadis / Bab 1;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu menunjukkan sikap menghormati ibadah penganut agama lain tanpa mencampuradukkan aqidah.;Kewargaan, Kolaborasi
Fase C;6;Ganjil;Akidah / Bab 2;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menjelaskan makna rukun iman yang ke-6, yaitu iman kepada Qada dan Qadar.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
Fase C;6;Ganjil;Akidah / Bab 2;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu membedakan takdir Mubram (tidak bisa diubah) dan takdir Mu'allaq (bisa diubah dengan ikhtiar).;Penalaran Kritis, Kemandirian
Fase C;6;Ganjil;Akidah / Bab 2;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menerapkan sikap pantang menyerah (ikhtiar) dan pasrah (tawakal) atas ketetapan Allah.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kesehatan mental
Fase C;6;Ganjil;Akhlak / Bab 3;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu mengidentifikasi bahaya sifat tercela seperti mubazir (boros) dan dengki (hasad).;Penalaran Kritis, Kesehatan mental
Fase C;6;Ganjil;Akhlak / Bab 3;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu menyajikan solusi atau cara-cara menghindari sifat mubazir dan dengki di lingkungan sekolah.;Kreativitas, Komunikasi
Fase C;6;Ganjil;Akhlak / Bab 3;Peserta didik menunjukkan perilaku sabar, ikhlas, cinta tanah air, menghindari perilaku tercela, dan mempraktikkan kepedulian sosial di masyarakat.;Peserta didik mampu mempraktikkan hidup sederhana dengan berhemat dalam menggunakan alat tulis dan uang jajan.;Kemandirian, Kewargaan
Fase C;6;Ganjil;Fikih / Bab 4;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu menjelaskan pengertian dan kriteria makanan serta minuman yang halal dan haram.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
Fase C;6;Ganjil;Fikih / Bab 4;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu menganalisis dampak negatif mengonsumsi makanan/minuman haram bagi tubuh dan jiwa.;Penalaran Kritis, Kesehatan
Fase C;6;Ganjil;Fikih / Bab 4;Peserta didik mampu memahami zakat, infak, sedekah dan hadiah, ketentuan salat jamak qasar, serta makanan minuman yang halal dan haram.;Peserta didik mampu menyeleksi jajanan yang memiliki sertifikasi halal di lingkungan sekitarnya.;Kemandirian, Kesehatan
Fase C;6;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu menyebutkan nama-nama Wali Songo beserta wilayah dakwahnya di Pulau Jawa.;Komunikasi, Kemandirian
Fase C;6;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu menganalisis metode dakwah kultural (melalui seni dan budaya) yang digunakan oleh Wali Songo.;Penalaran Kritis, Kreativitas
Fase C;6;Ganjil;Sejarah Peradaban Islam / Bab 5;Peserta didik menghayati ibrah dari kisah Nabi Muhammad saw. pada Fathu Makkah, keteladanan Khulafaur Rasyidin, dan sejarah perkembangan Islam di Nusantara.;Peserta didik mampu mengapresiasi kearifan lokal dalam dakwah Islam melalui sikap toleran terhadap tradisi setempat.;Kewargaan, Kolaborasi
Fase C;6;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu membaca dan menghafal Surah Al-Qadr secara tartil.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase C;6;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu menjelaskan keutamaan malam Lailatul Qadar sebagai malam yang lebih baik dari seribu bulan.;Penalaran Kritis, Komunikasi
Fase C;6;Genap;Al-Qur'an Hadis / Bab 6;Peserta didik mampu membaca, menghafal, dan memahami pesan pokok surah-surah pendek dan ayat Al-Qur'an tentang kepedulian sosial, toleransi, dan malam kemuliaan.;Peserta didik mampu memotivasi diri untuk memperbanyak ibadah pada sepuluh malam terakhir bulan Ramadan.;Keimanan dan Ketakwaan terhadap Tuhan YME, Kemandirian
Fase C;6;Genap;Akidah / Bab 7;Peserta didik dapat mengenal Allah melalui asmaulhusna lanjutan, memahami keniscayaan peristiwa hari akhir, serta qada dan qadar.;Peserta didik mampu menjelaskan pengertian dan pentingnya bertaubat dan beristighfar atas kesalahan.;Keimanan dan Ketakwaan terhadap Tuhan YME, Penalaran Kritis
